User 1,User 2,Peerness
1,2,0.5000000000000001
1,3,0.7666666666666666
1,4,0.3666666666666666
1,5,0.3666666666666666
1,6,0.43333333333333335
1,7,0.5666666666666667
1,8,0.6333333333333333
1,9,0.7
1,10,0.43333333333333335
1,11,0.7
1,12,0.7
1,13,0.3666666666666666
1,14,0.7
1,15,0.3666666666666666
1,16,0.5000000000000001
1,17,0.5666666666666667
1,18,0.7
1,19,0.43333333333333335
1,20,0.5666666666666667
1,21,0.6333333333333333
1,22,0.7
1,23,0.43333333333333335
1,24,0.7
1,25,0.6333333333333333
1,26,0.5666666666666667
1,27,0.6333333333333333
1,28,0.7966666666666666
1,29,0.6333333333333333
1,30,0.43333333333333335
1,31,0.30000000000000004
1,32,0.5666666666666667
1,33,0.7
1,34,0.30000000000000004
1,35,0.6333333333333333
1,36,0.30000000000000004
1,37,0.7
1,38,0.30000000000000004
1,39,0.5666666666666667
1,40,0.43333333333333335
1,41,0.3666666666666666
1,42,0.7666666666666666
1,43,0.6333333333333333
1,44,0.3666666666666666
1,45,0.6333333333333333
1,46,0.5000000000000001
1,47,0.30000000000000004
1,48,0.5666666666666667
1,49,0.7300000000000001
1,50,0.5000000000000001
1,51,0.6333333333333333
1,52,0.7666666666666666
1,53,0.5000000000000001
1,54,0.5000000000000001
1,55,0.7
1,56,0.43333333333333335
1,57,0.9966666666666666
1,58,0.5666666666666667
1,59,0.6333333333333333
1,60,0.43333333333333335
1,61,0.7666666666666666
1,62,0.30000000000000004
1,63,0.5666666666666667
1,64,0.6333333333333333
1,65,0.5000000000000001
1,66,0.5666666666666667
1,67,0.30000000000000004
1,68,0.6333333333333333
1,69,0.7666666666666666
1,70,0.7
1,71,0.5000000000000001
1,72,0.5666666666666667
1,73,0.6333333333333333
1,74,0.5000000000000001
1,75,0.7666666666666666
1,76,0.6333333333333333
1,77,0.5666666666666667
1,78,0.5666666666666667
1,79,0.7
1,80,0.43333333333333335
1,81,0.8633333333333333
1,82,0.5666666666666667
1,83,0.5000000000000001
1,84,0.7666666666666666
1,85,0.7666666666666666
1,86,0.7666666666666666
1,87,0.6333333333333333
1,88,0.5666666666666667
1,89,0.7
1,90,0.43333333333333335
1,91,0.5666666666666667
1,92,0.6333333333333333
1,93,0.5666666666666667
1,94,0.6333333333333333
1,95,0.5000000000000001
1,96,0.8633333333333333
1,97,0.5666666666666667
1,98,0.7
1,99,0.7666666666666666
1,100,0.3666666666666666
2,3,0.5000000000000001
2,4,0.6333333333333333
2,5,0.6333333333333333
2,6,0.7
2,7,0.9299999999999999
2,8,0.6333333333333333
2,9,0.43333333333333335
2,10,0.7
2,11,0.5666666666666668
2,12,0.5666666666666668
2,13,0.6333333333333333
2,14,0.5666666666666668
2,15,0.6333333333333333
2,16,0.7666666666666666
2,17,0.30000000000000004
2,18,0.43333333333333335
2,19,0.7
2,20,0.30000000000000004
2,21,0.3666666666666667
2,22,0.43333333333333335
2,23,0.7
2,24,0.43333333333333335
2,25,0.3666666666666667
2,26,0.30000000000000004
2,27,0.6333333333333333
2,28,0.30000000000000004
2,29,0.3666666666666667
2,30,0.9299999999999999
2,31,0.5666666666666667
2,32,0.7
2,33,0.5666666666666668
2,34,0.5666666666666667
2,35,0.6333333333333333
2,36,0.5666666666666667
2,37,0.43333333333333335
2,38,0.5666666666666667
2,39,0.30000000000000004
2,40,0.7
2,41,0.6333333333333333
2,42,0.5000000000000001
2,43,0.6333333333333333
2,44,0.6333333333333333
2,45,0.6333333333333333
2,46,0.7666666666666666
2,47,0.5666666666666667
2,48,0.30000000000000004
2,49,0.7666666666666666
2,50,0.7666666666666666
2,51,0.6333333333333333
2,52,0.5000000000000001
2,53,0.7666666666666666
2,54,0.7666666666666666
2,55,0.43333333333333335
2,56,0.7
2,57,0.5000000000000001
2,58,0.30000000000000004
2,59,0.3666666666666667
2,60,0.7
2,61,0.5000000000000001
2,62,0.7966666666666666
2,63,0.30000000000000004
2,64,0.3666666666666667
2,65,0.7666666666666666
2,66,0.30000000000000004
2,67,0.5666666666666667
2,68,0.3666666666666667
2,69,0.5000000000000001
2,70,0.5666666666666668
2,71,0.7666666666666666
2,72,0.7
2,73,0.6333333333333333
2,74,0.7666666666666666
2,75,0.7300000000000001
2,76,0.3666666666666667
2,77,0.7
2,78,0.7
2,79,0.43333333333333335
2,80,0.7
2,81,0.6333333333333333
2,82,0.30000000000000004
2,83,0.7666666666666666
2,84,0.5000000000000001
2,85,0.5000000000000001
2,86,0.7300000000000001
2,87,0.3666666666666667
2,88,0.30000000000000004
2,89,0.43333333333333335
2,90,0.7
2,91,0.30000000000000004
2,92,0.3666666666666667
2,93,0.30000000000000004
2,94,0.6333333333333333
2,95,0.7666666666666666
2,96,0.6333333333333333
2,97,0.7
2,98,0.43333333333333335
2,99,0.5000000000000001
2,100,0.8633333333333333
3,4,0.3666666666666666
3,5,0.3666666666666666
3,6,0.43333333333333335
3,7,0.5666666666666667
3,8,0.6333333333333333
3,9,0.7
3,10,0.43333333333333335
3,11,0.7
3,12,0.7
3,13,0.3666666666666666
3,14,0.7
3,15,0.3666666666666666
3,16,0.5000000000000001
3,17,0.5666666666666667
3,18,0.7
3,19,0.43333333333333335
3,20,0.5666666666666667
3,21,0.8633333333333333
3,22,0.7
3,23,0.43333333333333335
3,24,0.7
3,25,0.6333333333333333
3,26,0.5666666666666667
3,27,0.6333333333333333
3,28,0.5666666666666667
3,29,0.6333333333333333
3,30,0.43333333333333335
3,31,0.30000000000000004
3,32,0.5666666666666667
3,33,0.7
3,34,0.30000000000000004
3,35,0.8633333333333333
3,36,0.30000000000000004
3,37,0.7
3,38,0.30000000000000004
3,39,0.5666666666666667
3,40,0.6633333333333333
3,41,0.3666666666666666
3,42,0.7666666666666666
3,43,0.6333333333333333
3,44,0.3666666666666666
3,45,0.6333333333333333
3,46,0.5000000000000001
3,47,0.30000000000000004
3,48,0.5666666666666667
3,49,0.5000000000000001
3,50,0.5000000000000001
3,51,0.6333333333333333
3,52,0.7666666666666666
3,53,0.5000000000000001
3,54,0.5000000000000001
3,55,0.7
3,56,0.43333333333333335
3,57,0.7666666666666666
3,58,0.5666666666666667
3,59,0.6333333333333333
3,60,0.43333333333333335
3,61,0.9966666666666666
3,62,0.30000000000000004
3,63,0.5666666666666667
3,64,0.6333333333333333
3,65,0.5000000000000001
3,66,0.7966666666666666
3,67,0.30000000000000004
3,68,0.6333333333333333
3,69,0.7666666666666666
3,70,0.7
3,71,0.5000000000000001
3,72,0.5666666666666667
3,73,0.6333333333333333
3,74,0.5000000000000001
