User1 ID,User2 ID,Total_messages,Aggressive_Count,Intent_to_Harm,Peerness,CB_Label
1,2,36,23,0.7694444444444444,0.5000000000000001,1
1,3,16,9,0.48125,0.7666666666666666,1
1,4,17,8,0.4477941176470588,0.3666666666666666,0
1,5,24,15,0.6125,0.3666666666666666,0
1,6,15,7,0.4208333333333333,0.4333333333333333,1
1,7,13,6,0.3932692307692308,0.5666666666666667,0
1,8,17,7,0.4183823529411764,0.6333333333333333,1
1,9,8,5,0.4125,0.7,1
1,10,28,14,0.6,0.4333333333333333,1
1,11,29,19,0.6900862068965516,0.7,1
1,12,38,15,0.6723684210526315,0.7,1
1,13,39,15,0.6798076923076923,0.3666666666666666,0
1,14,20,13,0.575,0.7,1
1,15,34,16,0.6602941176470588,0.3666666666666666,0
1,16,16,6,0.3875,0.5000000000000001,0
1,17,30,13,0.5916666666666667,0.5666666666666667,1
1,18,26,19,0.6903846153846154,0.7,1
1,19,34,21,0.7338235294117648,0.4333333333333333,1
1,20,10,2,0.225,0.5666666666666667,0
1,21,1,0,0.0125,0.6333333333333333,0
1,22,9,6,0.4458333333333333,0.7,1
1,23,10,5,0.375,0.4333333333333333,0
1,24,7,5,0.4446428571428571,0.7,1
1,25,33,21,0.7306818181818182,0.6333333333333333,1
1,26,33,17,0.6700757575757575,0.5666666666666667,1
1,27,36,15,0.6583333333333333,0.6333333333333333,1
1,28,23,8,0.4614130434782608,0.7966666666666666,1
1,29,11,6,0.4102272727272727,0.6333333333333333,1
1,30,30,12,0.575,0.4333333333333333,1
1,31,33,13,0.6094696969696969,0.3,0
1,32,22,10,0.5022727272727273,0.5666666666666667,1
1,33,11,5,0.3647727272727272,0.7,0
1,34,12,3,0.275,0.3,0
1,35,30,13,0.5916666666666667,0.6333333333333333,1
1,36,25,7,0.4525,0.3,0
1,37,12,10,0.5666666666666667,0.7,1
1,38,22,12,0.5477272727272727,0.3,0
1,39,5,3,0.3625,0.5666666666666667,0
1,40,36,17,0.6861111111111111,0.4333333333333333,1
1,41,14,10,0.5321428571428571,0.3666666666666666,0
1,42,20,12,0.55,0.7666666666666666,1
1,43,38,21,0.7513157894736842,0.6333333333333333,1
1,44,37,14,0.6516891891891892,0.3666666666666666,0
1,45,12,11,0.6083333333333333,0.6333333333333333,1
1,46,5,3,0.3625,0.5000000000000001,0
1,47,40,20,0.75,0.3,0
1,48,39,22,0.769551282051282,0.5666666666666667,1
1,49,26,13,0.575,0.7300000000000001,1
1,50,1,1,0.5125,0.5000000000000001,0
1,51,10,5,0.375,0.6333333333333333,0
1,52,9,6,0.4458333333333333,0.7666666666666666,1
1,53,39,27,0.8336538461538461,0.5000000000000001,1
1,54,30,17,0.6583333333333333,0.5000000000000001,1
1,55,29,14,0.6038793103448276,0.7,1
1,56,25,14,0.5925,0.4333333333333333,1
1,57,5,2,0.2625,0.9966666666666666,0
1,58,22,13,0.5704545454545455,0.5666666666666667,1
1,59,11,3,0.2738636363636363,0.6333333333333333,0
1,60,6,0,0.075,0.4333333333333333,0
1,61,10,5,0.375,0.7666666666666666,0
1,62,37,19,0.7192567567567567,0.3,0
1,63,28,14,0.6,0.5666666666666667,1
1,64,27,18,0.6708333333333334,0.6333333333333333,1
1,65,35,17,0.6803571428571429,0.5000000000000001,1
1,66,2,1,0.275,0.5666666666666667,0
1,67,34,15,0.6455882352941176,0.3,0
1,68,24,10,0.5083333333333333,0.6333333333333333,1
1,69,29,18,0.6728448275862069,0.7666666666666666,1
1,70,9,6,0.4458333333333333,0.7,1
1,71,39,22,0.769551282051282,0.5000000000000001,1
1,72,24,14,0.5916666666666667,0.5666666666666667,1
1,73,34,20,0.7191176470588235,0.6333333333333333,1
1,74,25,9,0.4925,0.5000000000000001,1
1,75,2,2,0.525,0.7666666666666666,0
1,76,25,11,0.5325,0.6333333333333333,1
1,77,11,8,0.5011363636363637,0.5666666666666667,1
1,78,8,5,0.4125,0.5666666666666667,1
1,79,23,11,0.5266304347826087,0.7,1
1,80,7,4,0.3732142857142857,0.4333333333333333,0
1,81,29,14,0.6038793103448276,0.8633333333333333,1
1,82,31,17,0.6616935483870967,0.5666666666666667,1
1,83,3,2,0.3708333333333333,0.5000000000000001,0
1,84,5,2,0.2625,0.7666666666666666,0
1,85,19,5,0.369078947368421,0.7666666666666666,0
1,86,3,2,0.3708333333333333,0.7666666666666666,0
1,87,1,0,0.0125,0.6333333333333333,0
1,88,4,4,0.55,0.5666666666666667,0
1,89,8,4,0.35,0.7,0
1,90,10,4,0.325,0.4333333333333333,0
1,91,19,11,0.5269736842105264,0.5666666666666667,1
1,92,3,3,0.5375,0.6333333333333333,0
1,93,23,12,0.5483695652173912,0.5666666666666667,1
1,94,1,1,0.5125,0.6333333333333333,0
1,95,2,1,0.275,0.5000000000000001,0
1,96,24,10,0.5083333333333333,0.8633333333333333,1
1,97,1,0,0.0125,0.5666666666666667,0
1,98,17,8,0.4477941176470588,0.7,1
1,99,25,11,0.5325,0.7666666666666666,1
